Russian_term	English_term	Russian_sentence	English_sentence_expert	en_google Russian_sentence	en_nllb Russian_sentence	en_marian Russian_sentence	consistency
объем элементарной ячейки	unit-cell volume	Как показано в [12], часть элементарной ячейки, в которой содержится информация о кристалле, рассчитывается как V* = V0/M, где V0 – объем элементарной ячейки, M – порядок группы симметрии, а V* представляет собой фундаментальный объем.	As was shown in [12], the unit-cell part containing information about the crystal is calculated as V* = V0/M, where V0 is the unit-cell volume, M is the symmetry-group order, and V* is the fundamental volume.	As shown in [12], the part of the elementary cell, which contains information about the crystal, is calculated as V* = V0/M, where V0 is the volume of an elementary cell, M is the order of the symmetry group, and V* is a fundamental volume.	As shown in [12], the part of the elementary cell that contains information about the crystal is calculated as v* = v0/m, where v0  is the volume of the elementary cell, m  is the order of the symmetry group, and v* is the fundamental volume.	As shown in [12], the part of the elementary cell that contains information about the crystal is calculated as v* = v0/m, where v0 is the volume of the elementary cell, m is the order of the symmetry group, and v* is the fundamental volume.	True
объем элементарной ячейки	unit-cell volume	Нагревание до 295 K приводит к повышению симметрии структуры: группа симметрии меняется на Pbcm, объем элементарной ячейки уменьшается в 2 раза (табл. 1).	Heating to 295 K increases the structure symmetry: the symmetry group changes to Pbcm and the unit-cell volume decreases by a factor of 2 (Table 1).	Heating to 295 K leads to an increase in the symmetry of the structure: the group of symmetry changes to PBCM, the volume of the elementary cell decreases by 2 times (Table 1).	Heating up to 295 k leads to an increase in the symmetry of the structure: the symmetry group changes to pbcm, the volume of the elementary cell decreases by 2 times (table 1).	Heating to 295 k increases the symmetry of the structure: the symmetry group changes to pbcm, the volume of the elementary cell is halved (Table 1).	True
объем элементарной ячейки	unit-cell volume	При нагревании этого минерала до температуры 275C наблюдалось термическое расширение кристалла, при котором объем элементарной ячейки линейно возрастал с ростом температуры по закону V = 1349.87 + 42 × 10–3T [Å3].	Upon heating to a temperature of 275ºC, thermal expansion of a crystal of this mineral was observed, at which the unit-cell volume increased linearly with an increase in temperature according to the law V = 1349.87 + 42 × 10–3T [Å3].	When this mineral is heated to a temperature of 275C, the thermal expansion of the crystal was observed, in which the volume of the elementary cell linearly increased with an increase in temperature according to the Law V = 1349.87 + 42 × 10-3t [å3].	When heating this mineral to 275°C, the crystal's thermal expansion was observed, where the volume of the elementary cell increased linearly with the increase in temperature according to the law v = 1349.87 + 42 × 103t [å3].	When this mineral was heated to a temperature of 275c, a thermal expansion of the crystal was observed, where the volume of the elemental cell was linearly increased with an increase in the temperature under the law v = 1349.87 + 42 x 10 - 3t [å3].	True
объем элементарной ячейки	unit-cell volume	Здесь df – плотность каркаса, – количество катионов, участвующих в формировании каркасной постройки, Vuc – объем элементарной ячейки.	Here df is the framework density, is the sum of the cations considered to form the structural framework, and Vuc is the unit cell volume.	Here DF is the density of the frame - the number of cations participating in the formation of the frame building, VUC is the volume of an elementary cell.	where df  the density of the frame,  the number of cations involved in the formation of the frame, vuc  the volume of the elementary cell.	Here df is the density of the framework, the number of cations involved in the formation of the framework, vuc is the volume of the elementary cell.	False
объем элементарной ячейки	unit-cell volume	Корреляция оптической активности и атомной структуры кристаллов наблюдается в ряду SNFS–BNFS–BTFS. Именно в такой последовательности возрастает объем элементарной ячейки и плотность упаковки атомов (табл. 3), уменьшается свобода смещений атомов кислорода O3(6g) (рис. 3), с одной стороны, и уменьшается величина вращения плоскости поляризации света, проходящего параллельно оптической оси (табл. 2), с другой.	A correlation between the optical activity and atomic structure of crystals is observed in the SNFS–BNFS–BTFS series, for which the unit-cell volume and atomic packing density increase (Table 3), the range of displacement of O3(6g) oxygen atoms narrows (on the one hand) (Fig. 3), and the value of optical rotation of the plane oriented parallel to the optical axis decreases (on the other hand) (Table 2).	The correlation of optical activity and atomic structure of crystals is observed among SNFS - BNFS - BTFS.It is in this sequence that the volume of the elementary cell and the density of the packaging of atoms (Table 3) increases, the freedom of displacements of oxygen oxygen (6G) (Fig. 3), on the one hand, decreases, and the size of the plane of the polarization of light passing in parallel to the optical axis is reduced (Table 2), on the other.	The correlation between the optical activity and the atomic structure of crystals is observed in a series of snfsbnfsbtfs. This is precisely where the volume of the elementary cell and the density of the atomic packaging increases (Table 3), the freedom of displacement of the oxygen atoms o3(6g) (Fig. 3), on the one hand, and the magnitude of the rotation of the plane of polarization of light passing parallel to the optical axis (Table 2), on the other, decreases.	The correlation between the optical activity and the atomic structure of the crystals is observed in a row of snfs-bnfs-btfs. It is in this sequence that the volume of the elementary cell and the density of the package of atoms (Table 3) increase, the freedom of movement of the oxygen atoms o3 (6)g (Figure 3) decreases, on the one hand, and the rotation of the plane of polarization of the light parallel to the optical axis (Table 2) decreases on the other.	True
объем элементарной ячейки	unit-cell volume	Объем элементарной ячейки при таком переходе немного возрастает (табл. 3), несмотря на сохранение размера замещающего иона при “удвоенииˮ его массы (r(Nb, Ta) = 0.64 Å).	The unit-cell volume at this transition slightly increases (Table 3), although the size of the substituent ion remains the same (while its mass is doubled) (r(Nb, Ta) = 0.64 Å).	The volume of the elementary cell with such a transition increases slightly (Table 3), despite the preservation of the size of the replacement ion when “doubling its mass (R (Nb, Ta) = 0.64 å).	The volume of the elementary cell at such a transition increases slightly (Table 3), despite the preservation of the size of the substituent ion at its mass (r(nb, ta) = 0.64 å.	The volume of the elemental cell increases slightly at this transition (Table 3), despite maintaining the size of the replacement ion at the mass r(nb, ta) = 0.64 ó.	True
объем элементарной ячейки	unit-cell volume	где V0 – объем элементарной ячейки, b – вектор обратной решетки, WQ – тепловой фактор Дебая–Уоллера.	where V0 is the unit-cell volume, b is the reciprocal lattice vector, and WQ is the Debye–Waller factor.	Where V0 is the volume of an elementary cell, B is the vector of the reverse lattice, WQ is the thermal factor of Debay -Woller.	where v0  is the volume of the elementary cell, b  is the vector of the reverse lattice, wq  is the thermal factor of the deby weller.	where v0 is the volume of the elementary cell, b is the vector of the back grid, wq is the heat factor of the debe-waller.	True
объем элементарной ячейки	unit-cell volume	При этом не изменяется объем элементарной ячейки и не возникают связанные с допированием структурные дефекты.	Note that the unit-cell volume does not change and the doping-related structural defects do not occur.	At the same time, the volume of an elementary cell does not change and structural defects associated with doping do not arise.	The size of the elementary cell is not changed and there are no structural defects associated with doping.	There is no change in the size of the elementary cell, nor does there be any associated structural defects.	True
временное разрешение	time resolution	Сцинтилляционные кристаллы ГГАГ обеспечивают высокое энергетическое и временное разрешение, особенно при использовании кремниевых фотоумножителей [2].	Scintillation GGAG crystals provide high energy and time resolutions (especially with the use of silicon photomultipliers) [2].	Scyintillation crystals of GGAG provide high energy and temporary resolution, especially when using silicon photographs [2].	Ggag scintillation crystals provide a high energy and temporary resolution, especially when using silicon photo-multiplicators [2].	ggag scintillation crystals provide high energy and temporary resolution, especially when using silicon photoplators [2].	True
временное разрешение	time resolution	При этом временное разрешение применяемой методики не позволяет обнаружить возможное наличие более быстрых деформационных процессов.	In this case, the time resolution of applied technique does not allow the detection of possible faster deformation processes.	At the same time, the temporary resolution of the methodology used does not allow to detect the possible presence of faster deformation processes.	The temporary authorization of the methodology used does not allow the detection of the possible presence of faster deformation processes.	However, the temporary resolution of the methodology does not reveal the possibility of faster distortion processes.	True
временное разрешение	time resolution	Данное временное разрешение достижимо при измерении серии временных зависимостей интенсивности I(t) дифрагированного образцом излучения в условиях импульсного освещения кристалла.	This time resolution is achievable when measuring a series of time dependencies of the intensity I(t) of the radiation diffracted by the sample under conditions of pulsed crystal illumination.	This temporary resolution is achievable when measuring a series of temporary dependencies of intensity I (T) diffrained by the radiation sample in conditions of pulsed lighting of the crystal.	This temporary resolution is achieved by measuring a series of time dependencies of the intensity i(t) of the diffracted sample radiation under the conditions of the pulsed illumination of the crystal.	This temporary resolution is achievable when measuring a series of temporal intensity relationships i(t) of the diffused radiation sample under impulse-lighting conditions of the crystal.	True
временное разрешение	time resolution	Временное разрешение, достижимое в ходе эксперимента, ограничивается минимальной длительностью канала детектора и интенсивностью падающего рентгеновского пучка и может достигать субмикросекундных значений на лабораторном источнике [31].	The time resolution available during the experiment is limited by the minimum length of the detector channel and incident X-ray beam intensity. It may approach submicrosecond values for a laboratory source [31].	The temporary resolution, achievable during the experiment, is limited to the minimum duration of the detector channel and the intensity of the falling x -ray and can reach submicrosecond values on the laboratory source [31].	The temporary resolution achieved during the experiment is limited to the minimum detector channel length and the intensity of the falling X-ray beam and can reach submicrosekund values at the laboratory source [31].	The temporary resolution achieved during the experiment is limited to the minimum length of the detector canal and the intensity of the drop X-ray beam and can reach sub-microsecond values at the laboratory source [31].	True
временное разрешение	time resolution	В данной работе, исходя из характерной динамики наблюдаемых процессов и в связи с необходимостью накопления достаточной статистики сигнала, заданное временное разрешение составило 100 мс.	In this study, in view of the characteristics of observed processes and in the context of the necessity to accumulate sufficient signal statistics, the specified time resolution was 100 ms.	In this work, based on the characteristic dynamics of the observed processes and in connection with the need to accumulate sufficient signal statistics, a given temporary resolution was 100 ms.	In this work, based on the characteristic dynamics of the observed processes and due to the need to accumulate sufficient signal statistics, the temporary permission given was 100 ms.	In this work, based on the characteristic dynamics of the observed processes and due to the need to generate sufficient signal statistics, the temporary resolution was set at 100 ms.	True
временное разрешение	time resolution	Фемтосекундное временное разрешение достигается в режиме измерений накачки–зондирования (pump and probe) с применением мощных импульсных оптических лазеров.	Femtosecond time resolution is obtained in the pump–probe measurement mode with application of high-power pulsed optical lasers.	Femtosecond temporary resolution is achieved in the measurement mode of pumping - Pump and Probe) using powerful pulsed optical lasers.	The femtosecond time resolution is achieved in the mode of pumping and probing measurements using powerful pulsed optical lasers.	The femtosecond temporal resolution is achieved in the measurement mode of the booster-sonsion (pump and probe) using powerful pulse optical lasers.	True
временное разрешение	time resolution	Временное разрешение в нано- и фемтосекундном масштабе достигается в режиме измерений накачка–зондирование с применением нескольких оптических лазеров с длиной волны 800 и 1030 нм, длительностью импульса от 15 до 850 фс и мощностью до 20 мДж [67].	The time resolution on the nano- and femtosecond scales is obtained in the pump–probe mode with application of several optical lasers having wavelengths of 800 and 1030 nm, pulse widths from 15 to 850 phase, and power up to 20 mJ [67].	Temporary resolution on the nano-sectional scale is achieved in the measurement mode of pumping- novelting using several optical lasers with a wavelength of 800 and 1030 nm, pulse duration from 15 to 850 FS and up to 20 MJ [67].	The temporary resolution in nanoseconds and femtoseconds is achieved in the mode of pump zoning measurements using several optical lasers with wavelengths of 800 and 1030 nm, pulse lengths of 15 to 850 fs and a power of up to 20 mj [67].	A temporary resolution on a nano- and femto-second scale is achieved in the measurement mode of injection-sondation using multiple optical lasers with a wave length of 800 nm and 1030 nm, a pulse length of between 15 and 850 fs and a capacity of up to 20 mj [67].	True
временное разрешение	time resolution	Информация о структуре белков, полученная при комнатной температуре, более актуальна с биологической точки зрения, кроме того, высокое временное разрешение, доступное в экспериментах с применением РЛСЭ, позволяет изучать динамику белковых макромолекул.	The room-temperature data on the protein structure are more urgent from the biological point of view. In addition, the high time resolution, available in XFEL experiments, makes it possible to study the dynamics of protein macromolecules.	Information about the structure of proteins obtained at room temperature is more relevant from a biological point of view, in addition, a high temporary resolution available in experiments using a radar, allows you to study the dynamics of protein macromolecules.	The information about the structure of proteins obtained at room temperature is more biologically relevant, and the high time resolution available in RLSE experiments allows us to study the dynamics of protein macromolecules.	The information on protein structure obtained at room temperature is more biologically relevant, and the high temporal resolution available in plase experiments allows for the study of protein macromolecular dynamics.	True
временное разрешение	time resolution	Временное разрешение эксперимента в данном случае ограничено полупериодом колебания изгибного элемента и может достигать микросекунд.	The experimental temporal resolution is limited in this case by the half-period of bending element vibrations and may reach several microseconds.	The temporary resolution of the experiment in this case is limited by the half -period of fluctuations in the bending element and can reach microseconds.	The temporary permission of the experiment in this case is limited to a half-period of oscillation of the bending element and can reach microseconds.	The temporal resolution of the experiment in this case is limited to the semi-period of the bending element and may reach microseconds.	False
временное разрешение	time resolution	Достигнутые диапазоны сканирования параметров рентгеновского пучка и временное разрешение позволяют сделать вывод о перспективности применения таких элементов для проведения исследований in situ и in operando методами рентгеновской дифрактометрии с временным разрешением и быстрой рентгеновской спектроскопии поглощения.	The obtained scanning ranges of X-ray beam parameters and temporal resolution suggest good prospects of these elements for studies in situ and in operando by time-resolved X-ray diffractometry and fast X-ray absorption spectroscopy.	The achieved scanning range of the parameters of the X -ray and temporary resolution allow us to conclude that the use of such elements for conducting research in Situ and in Operando methods of X -ray diffractometry with temporary resolution and rapid X -ray spectroscopy of absorption.	The scanning ranges of the parameters of the X-ray beam and the temporary resolution achieved allow to draw conclusions about the prospects of using such elements for in situ and in operando research using the methods of X-ray diffractometry with temporary resolution and rapid X-ray absorption spectroscopy.	The range of X-ray scans achieved and the temporary resolution suggest that such elements are likely to be used for in situ and in operando X-ray diphracmetry techniques with temporary resolution and rapid X-ray spectroscopy absorption.	False
диэлектрическая проницаемость	permittivity 	Здесь  – диэлектрическая проницаемость среды,  – заряды смещенного атома и вакансии, а – межатомное расстояние в кристалле, Qm – энергия миграции смещенного атома вдали от вакансии.	Here,  is the permittivity of the medium;  are the charges of the displaced atom and vacancy, respectively; a is the interatomic distance in the crystal, and Qm is the migration energy of the displaced atom far from the vacancy.	Here is the dielectric permeability of the medium, - the charges of the displaced atom and vacancies, and the inter -stitched distance in the crystal, QM is the energy of migration of the displaced atom away from the vacancy.	Here  the dielectric permeability of the environment,  the charges of the displaced atom and the vacuum, and  the boundary distance in the crystal, qm  the energy of the displaced atom's migration away from the vacuum.	Here is the dielectric permeability of the environment, the charge of the displaced atom and the vacancy, and the interatomic distance in the crystal, qm – the migration energy of the displaced atom far from the vacancy.	True
диэлектрическая проницаемость	permittivity 	где χ – диэлектрическая восприимчивость (поляризуемость) диэлектрика, ε – его диэлектрическая проницаемость.	where χ is the dielectric susceptibility (polarizability) of the dielectric and ε is its permittivity.	Where χ is the dielectric susceptibility (polarizability) of the dielectric, ε is its dielectric permeability.	where χ  is the dielectric sensitivity (polarization) of the dielectric, ε  is its dielectric permeability.	where dielectric sensitivity (polarisity) is a dielectric permeability, and dielectric permeability.	False
диэлектрическая проницаемость	permittivity 	где p – пироэлектрический коэффициент, ε – диэлектрическая проницаемость материала, ε0 – диэлектрическая постоянная.	where p is the pyroelectric coefficient, ε is the permittivity of material, and ε0 is the dielectric constant.	where P is a pyroelectric coefficient, ε is the dielectric permeability of the material, ε0 is the dielectric constant.	where p  is the pyroelectric coefficient, ε  is the dielectric permeability of the material, ε0  is the dielectric constant.	where p is the pyroelectric coefficient, ~ is the dielectric permeability of the material, ~ is the dielectric constant.	True
диэлектрическая проницаемость	permittivity 	Диэлектрическая проницаемость кристалла составляет ε33 = 28.5 [35].	The crystal permittivity is ε33 = 28.5 [35].	The dielectric permeability of the crystal is ε33 = 28.5 [35].	The dielectric penetration of the crystal is ε33 = 28.5 [35].	The dielectric permeability of the crystal is 33 = 28.5 [35].	True
диэлектрическая проницаемость	permittivity 	Поле над и под полостью, где диэлектрическая проницаемость равна , можно представить в виде двух приходящих и уходящих от поверхности волн:	The field above and below the cavity (where the permittivity is ε0) can be written as two waves, arriving to the surface and outgoing from it:	The field above and under the cavity where the dielectric permeability is equal, can be represented in the form of two waves that come from the surface:	The field above and below a cavity where the dielectric penetration is equal can be represented as two incoming and outgoing waves:	The field above and below the floor, where the dielectric permeability is equal to, can be represented by two incoming and outgoing waves:	True
диэлектрическая проницаемость	permittivity 	Диэлектрическая проницаемость материала колец (конденсаторная керамика) была равна ε ≈ 160.	The permittivity of the ring material (capacitor ceramics) was ε ≈ 160.	The dielectric permeability of the material of the rings (condenser ceramics) was equal to ε ≈ 160.	The dielectric penetration of the material of the rings (condensator ceramics) was ε ≈ 160.	The dielectric permeability of the ring material (condensing ceramics) was ~ 160.	True
диэлектрическая проницаемость	permittivity 	Для интеграции графеновых слоев в разработанный комплекс программ слой графена, на котором выполняются импедансные граничные условия Кубо, заменяется тонким слоем диэлектрика, диэлектрическая проницаемость которого определяется следующим образом:	To integrate graphene layers into the developed software package, a graphene layer, at which the Kubo impedance boundary conditions are satisfied, is replaced with a thin insulator layer, the permittivity of which is determined as follows:	To integrate the graphene layers into the developed complex of the graphene layer, on which the impedance boundary conditions of the cubo are performed, replaced by a thin layer of dielectric, the dielectric permeability of which is determined as follows:	For the integration of graphene layers into a developed graphene layer program complex, where the impedance boundary conditions of the cube are fulfilled, a thin layer of dielectric is replaced, the dielectric permeability of which is determined as follows:	In order to integrate graphene layers into a developed set of programmes, the graphin layer on which the impedance boundary conditions of the cube are met is replaced by a thin layer of dialectics whose dielectric permeability is determined as follows:	True
плотность дислокаций	dislocation density	Изучена плотность дислокаций на границе подложка–пленка, вдоль направления роста твердого раствора Si1 – xGex, выращенных при различных технологических условиях, а также химический состав поверхности и скола пленок.	The dislocation density at the substrate–film interface, along the growth direction of Si1 – xGex solid solutions grown under different technological conditions, as well as the chemical composition of the surface and film chipping were studied.	The density of dislocations on the border of the substrate - film, along the direction of growth of the solid solution SI1 - XGEX, grown under various technological conditions, as well as the chemical composition of the surface and chipping of films.	The density of dislocations at the boundary of the film substrate, along the growth direction of the solid solution si1  xgex, grown under various technological conditions, as well as the chemical composition of the surface and film scales, were studied.	The distribution density at the substrate-film boundary, along the direction of growth of solid solution si1 - xgex grown under various technological conditions, as well as the chemical composition of the surface and the scrap of the film, was studied.	True
плотность дислокаций	dislocation density	В лучших полученных образцах плотность дислокаций составляла на границе Si–Si1 – xGex ≈ 5 · 105 см-2, в буферном слое Si1 – xGex ≈ 4 · 103 см-2, в эпитаксиальном слое GaAs ≈ 4 · 103 см-2 (рис. 4).	The dislocation density in the best samples was 5 · 105 cm–2 at the Si–Si1 – xGex interface, 4 · 103 cm–2 in the Si–Si1 – xGex buffer layer, and 4 · 103 cm–2 in the GaAs epitaxial layer (Fig. 4).	In the best samples received, the density density was on the SI-Si1 border-XGEX ≈ 5 · 105 cm-2, in the buffer layer SI1-XGEX ≈ 4 · 103 cm-2, in the epitaxial layer Gaas ≈ 4 · 103 cm-2 (Fig.4).	In the best samples, the density of dislocations was 5 × 105 cm-2 at the boundary of sisi1  xgex, 4 × 103 cm-2 at the buffer layer of si1  xgex, and 4 × 103 cm-2 at the epitaxial layer of gaas ≈ 4 × 103 cm-2 (fig. 4).	In the best samples obtained, the density of the locations was Si–si1 – xex E 5 · 105 cm-2; in the buffer layer si1 – xgex ~ 4 · 103 cm-2; in the epitaxial layer gaas ~ 4 · 103 cm-2 (figure 4).	True
плотность дислокаций	dislocation density	Когда начинается рост GaAs на буферном слое Si1 – xGex (содержание германия вдоль направления роста пленки Si1 – xGex увеличивается, и состав на ее поверхности обогащен германием), плотность дислокаций возрастает до определенной толщины пленки (d2 = 79 мкм) и дальше остается неизменной.	When a GaAs layer begins to grow on the Si1 – xGex buffer layer (the Ge content along the Si1 – xGex film growth direction increases, and the composition on its surface is enriched with germanium), the dislocation density increases to a certain film thickness (d2 = 79 µm) and then does not change.	When the GAAS growth begins on the buffer layer SI1 - XGEX (the content of Germany along the direction of growth of the film SI1 - XGEX increases, and the composition on its surface is enriched with Germany), the density of the dislocations increases to a certain thickness of the film (D2 = 79 microns) and then remains unchanged.	When gaas begin to grow on the buffer layer si1  xgex (the germanium content along the direction of the si1  xgex film's growth increases, and the composition on its surface is enriched by germanium), the density of dislocations increases to a certain thickness of the film (d2 = 79 μm) and then remains unchanged.	When gaas begin to grow on the buffer layer si1 – xgex (the contents of hermania along the direction of growth of the film si1 – xgex increase, and the composition on its surface is enriched by Germany), the density of the distribution increases to a certain thickness of the film (d2 = 79 μm) and remains constant.	True
плотность дислокаций	dislocation density	Плотность дислокаций на поверхности ПО-слоев (α-фаза) определяли с помощью оптической микроскопии (Olympus BX51M) в режиме темного поля.	The dislocation density on the surface of PE layers (α phase) was determined using optical microscopy (Olympus BX51M) in the dark-field mode.	The density of dislocations on the surface of the forms (α-phase) was determined using optical microscopy (Olympus bx51M) in a dark field mode.	The density of dislocations on the surface in layers (α-phase) was determined using optical microscopy (olympus bx51m) in dark field mode.	The surface density of the layers (α phase) was determined by means of optical microscopy (olimpus bx51m) in dark field mode.	True
плотность дислокаций	dislocation density	Показано, что после постобменного отжига деформации и плотность дислокаций кристаллической решетки НЛ снижаются для предварительно гомогенизированных образцов.	It was shown that the lattice strain and dislocation density for LN samples subjected to post-annealing are lower for the previously homogenized samples.	It is shown that after the post -bum annealing of deformation and the density of the Crystal lattice of NLs are reduced for previously homogenized samples.	It has been shown that after post-study ignition, the deformation and dislocations density of the crystal lattice of Nl decrease for pre-homogenized samples.	It is shown that after post-exchange deformities and density of the crystal grid are reduced for pre-Homogenicized samples.	True
плотность дислокаций	dislocation density	Плотность дислокаций при этом была в диапазоне (0.1–1.0)10 4 см-2.	The dislocation density lies in the range of (0.1–1.0)10 4 cm–2.	The dislocation density was in the range (0.1–1.0) 10 4 cm-2.	The density of dislocations was in the range (0.11.0)10 4 cm-2.	The density of the locations was in the range (0.1–1.0)10 4 cm-2.	True
плотность дислокаций	dislocation density	Плотность дислокаций в конечных сечениях кристаллов, в которых упомянутые выше дефекты не наблюдаются, была в диапазоне (0.4–2.1) 104 см-2.	The dislocation density in the final cross sections of crystals, in which the aforementioned defects are not observed, is in the range of (0.4–2.1) 104 cm–2.	The density of dislocations in the final sections of crystals, in which the defects mentioned above are not observed, was in the range (0.4–2.1) 104 cm-2.	The density of dislocations in the end-sections of crystals in which the above-mentioned defects are not observed was in the range (0.42.1) 104 cm-2.	The density in the final sections of crystals where the above-mentioned defects are not observed was 104 cm-2 in the range (0.4-2.1).	True
плотность дислокаций	dislocation density	В каждом выращенном кристалле контролировали плотность дислокаций ND и распределение дислокаций по поперечному сечению кристалла.	The dislocation density ND and dislocation distribution over the crystal cross section was measured in each grown crystal.	In each crystal grown, the ND deployment density and the distribution of dislocations along the cross section of the crystal were controlled.	In each raised crystal, they controlled the density of the nd dislocations and the distribution of dislocations across the cross-section of the crystal.	In each growing crystal, the density of the nd and the distribution of the position along the cross-section of the crystal were monitored.	True
плотность дислокаций	dislocation density	При увеличении концентрации носителей заряда более 4.01018 см-3 в кристаллах появляются включения индия, резко повышающие плотность дислокаций за счет образования дислокационных розеток вокруг включений индия.	With an increase in the carrier concentration above 4.01018 cm–3, indium inclusions arise in crystals, which sharply increase the dislocation density due to the formation of dislocation rosettes around In inclusions.	With an increase in the concentration of charge carriers of more than 4.01018 cm-3, the inclusions of India appear in crystals that sharply increase the density of dislocations due to the formation of dislocation sockets around India's inclusions.	When the concentration of charge carriers greater than 4.01018 cm-3 increases, the inclusions of the indium appear in the crystals, which dramatically increase the density of the dislocations due to the formation of dislocations around the inclusions of the indium.	When the chargers increase in concentration of more than 4.01018 cm-3 in crystals, indium turns on, dramatically increasing the density of the distributions by generating distribution outlets around the indium activations.	True
плотность дислокаций	dislocation density	Показано, что магнитное поле при высоких частотах незначительно уменьшает плотность дислокаций в кристаллах, не меняя характер распределения дислокаций по их поперечному сечению.	It is shown that a high-frequency magnetic field slightly reduces the dislocation density in the crystals without changing the shape of the dislocation distribution over their cross sections.	It is shown that the magnetic field at high frequencies slightly reduces the density of dislocations in crystals, without changing the nature of the distribution of dislocations along their transverse section.	It has been shown that the magnetic field at high frequencies slightly reduces the density of dislocations in the crystals without changing the distribution of dislocations across their cross-section.	It is shown that the magnetic field at high frequencies slightly reduces the density of the crystals without changing the distribution of the positions across their cross-section.	True
принцип соответствия	correspondence principle	время в теории роста кристаллов и Принцип соответствия в термодинамике	Time in Crystal Growth Theory and the Correspondence Principle in Thermodynamics	time in the theory of crystal growth and the principle of conformity in thermodynamics	time in crystal growth theory and the principle of conformity in thermodynamics	Time in crystal growth theory and conformity in thermodynamics	True
принцип соответствия	correspondence principle	Обоснованием адекватности теоретических представлений служит принцип соответствия Бора.	The adequacy of theoretical concepts can be justified using the Bohr's correspondence principle.	The justification of the adequacy of theoretical representations is the principle of the correspondence of the boron.	The principle of conformity of the boron is the basis for the adequacy of theoretical representations.	The principle of the conformity of boron is the justification for the adequacy of theoretical representations.	True
принцип соответствия	correspondence principle	Н. Бор в начале XX века предложил принцип соответствия, выражающий убежденность великого физика в том, что на границах смежных областей естествознания при описании природного явления должен осуществляться непрерывный теоретический переход, предсказывающий один и тот же результат, но с разных позиций.	In the beginning of the XX century, N. Bohr proposed the correspondence principle, which expressed the assurance of the great physicist that a continuous theoretical transition, predicting the same result but from different points of view, should be performed when a natural phenomenon is described at the boundaries of adjacent fields of natural science.	n.At the beginning of the 20th century, Bor proposed the principle of conformity, expressing the conviction of the great physicist in the fact that on the boundaries of related areas of natural science, when describing the natural phenomenon, a continuous theoretical transition must be carried out, predicting the same result, but from different positions.	N. Bor proposed the principle of conformity in the early 20th century, expressing the great physicist's conviction that on the boundaries of the adjacent fields of natural science when describing a natural phenomenon there must be a continuous theoretical transition, predicting the same result, but from different positions.	Bor at the beginning of the x-century proposed the principle of conformity, expressing the conviction of great physics that at the borders of adjacent areas of natural knowledge, a continuous theoretical transition should be made in describing the natural phenomenon, predicting the same result, but from different perspectives.	True
принцип соответствия	correspondence principle	Принцип соответствия требует соблюдать равенство линейных размеров описываемых объектов – равновесного и неравновесного кристалла.	According to the correspondence principle, the linear sizes of the described objects (equilibrium and nonequilibrium crystals) must be equal.	The principle of conformity requires the equality of linear sizes of the described objects - equilibrium and nonequilibrium crystal.	The principle of conformity requires that the linear dimensions of the described objects  of an equilibrium and an unbalanced crystal be equal.	The conformity principle requires that the linear dimensions of the objects to be described be equal – a balanced and unbalanced crystal.	True
принцип соответствия	correspondence principle	Из (4), (7) и соотношения размеров кристаллов следует вывод, что принцип соответствия может быть реализован только при стационарных скоростях роста всех граней кристалла со временем, приближающихся к нулю.	Based on (4), (7), and the ratio of crystal sizes, one can conclude that the correspondence principle can be implemented only at stationary growth rates of all crystal faces with time, approaching to zero.	From (4), (7) and the ratio of the size of the crystals, it follows that the principle of conformity can be implemented only at stationary growth rate of all the faces of the crystal over time approaching zero.	From (4), (7) and the ratio of crystal sizes, it follows that the principle of conformity can be realized only at the stationary growth rates of all the crystal edges over time approaching zero.	From (4), (7) and the ratio of crystal sizes, it is concluded that the principle of conformity can only be realized at fixed growth speeds of all sides of the crystal with the time approaching zero.	True
принцип соответствия	correspondence principle	В теориях роста кристаллов [8, 9] принцип соответствия проверить сложно.	It is rather difficult to verify the correspondence principle in crystal growth theories [8, 9].	In the theories of the growth of crystals [8, 9], the principle of conformity is difficult to check.	In crystal growth theories [8, 9], the principle of conformity is difficult to test.	In crystal growth theories [8, 9] conformity is difficult to verify.	True
принцип соответствия	correspondence principle	МОРФОЛОГИЧЕСКИЙ СПЕКТР РАВНОВЕСНОГО КРИСТАЛЛА И ПРИНЦИП СООТВЕТСТВИЯ	MORPHOLOGICAL SPECTRUM OF AN EQUILIBRIUM CRYSTAL AND THE CORRESPONDENCE PRINCIPLE	The morphological spectrum of the equilibrium crystal and the principle of conformity	The morphological spectrum of the equilibrium crystal and the principle of conformity	The morphological spectrum of the equilibrium crystal and the conformity principle	True
принцип соответствия	correspondence principle	Хорошо известно, как принцип соответствия Бора, обеспечивающий единство непрерывность естествознания, реализуется на уровне предельных законов термодинамики.	It is well known how the Bohr correspondence principle, which provides uniformity and continuity of natural science, is implemented at the level of limiting laws of thermodynamics.	It is well known as the principle of compliance with the boron, which ensures the unity of the continuity of natural science, is implemented at the level of the marginal laws of thermodynamics.	It is well known that the principle of conformation of boron, which ensures the unity of continuity of natural science, is implemented at the level of the limit laws of thermodynamics.	It is well known that the principle of the consistency of the Bor, which ensures the continuity of natural knowledge, is implemented at the level of the limits of the laws of thermodynamics.	True
